weather,time_str,city,order_type,time_hour,time_segment,weather_type,recommended_dish
Windy,0.416666667,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Windy,20:25,Metropolitian,Snack,20,Dinner,Hot/Dry,Biryani
Windy,14:25,Urban,Drinks,14,Lunch,Hot/Dry,North Indian
Stormy,08:25,Urban,Snack,8,Morning,Cool/Rainy,North Indian
Cloudy,13:35,Metropolitian,Buffet,13,Lunch,Cool/Rainy,North Indian
Sunny,10:15,Metropolitian,Buffet,10,Morning,Hot/Dry,North Indian
Stormy,0.791666667,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sunny,21:40,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Sandstorms,18:45,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Fog,18:55,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Chaat
Stormy,20:45,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Stormy,09:25,Metropolitian,Meal,9,Morning,Cool/Rainy,North Indian
Cloudy,16:50,Urban,Meal,16,Tea-Time,Cool/Rainy,Chaat
Sunny,18:25,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Cloudy,22:40,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Stormy,12:15,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Cloudy,23:15,Urban,Snack,23,Late-Night,Cool/Rainy,Pizza
Windy,21:25,Urban,Meal,21,Dinner,Hot/Dry,Biryani
Sandstorms,1,Metropolitian,Snack,1,Late-Night,Hot/Dry,Pizza
Sandstorms,18:45,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Cloudy,08:45,Urban,Buffet,8,Morning,Cool/Rainy,North Indian
Stormy,10:55,Metropolitian,Meal,10,Morning,Cool/Rainy,North Indian
Windy,08:45,Metropolitian,Buffet,8,Morning,Hot/Dry,Coffee
Sandstorms,22:10,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Sunny,,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Fog,20:40,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Sandstorms,18:35,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Windy,22:30,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Stormy,,Urban,Drinks,12,Lunch,Cool/Rainy,North Indian
Fog,22:45,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Stormy,18:20,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sandstorms,21:45,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Fog,0.583333333,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Fog,23:15,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Windy,0.916666667,Metropolitian,Meal,12,Lunch,Hot/Dry,North Indian
Sunny,09:10,Urban,Meal,9,Morning,Hot/Dry,North Indian
Stormy,23:45,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Stormy,0.75,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Windy,20:55,Urban,Drinks,20,Dinner,Hot/Dry,Biryani
Sunny,10:30,Metropolitian,Drinks,10,Morning,Hot/Dry,North Indian
Stormy,19:30,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Sandstorms,20:50,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Sunny,17:45,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Sandstorms,20:35,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sandstorms,11:55,Urban,Buffet,11,Lunch,Hot/Dry,North Indian
Cloudy,10:10,Metropolitian,Buffet,10,Morning,Cool/Rainy,North Indian
Fog,11:50,Metropolitian,Snack,11,Lunch,Cool/Rainy,North Indian
Fog,18:40,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Chaat
Sunny,10:25,Urban,Buffet,10,Morning,Hot/Dry,North Indian
Fog,21:20,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Sandstorms,0.75,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Sandstorms,10:45,Metropolitian,Snack,10,Morning,Hot/Dry,North Indian
Windy,0.833333333,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Sandstorms,0.625,Urban,Meal,12,Lunch,Hot/Dry,North Indian
Stormy,0.916666667,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Fog,22:25,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sandstorms,16:40,Metropolitian,Snack,16,Tea-Time,Hot/Dry,Chaat
Sandstorms,0.958333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Sandstorms,1,Metropolitian,Meal,1,Late-Night,Hot/Dry,Pizza
Fog,22:30,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Stormy,18:55,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Biryani
Fog,23:40,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,17:10,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Sunny,17:35,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Windy,21:10,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Windy,20:10,Urban,Drinks,20,Dinner,Hot/Dry,Biryani
Cloudy,18:20,Urban,Meal,18,Tea-Time,Cool/Rainy,Biryani
Fog,17:40,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Windy,12:25,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Windy,14:35,Metropolitian,Snack,14,Lunch,Hot/Dry,North Indian
Sunny,0.916666667,Metropolitian,Buffet,12,Lunch,Hot/Dry,Chaat
Cloudy,23:30,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Fog,0.625,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Sandstorms,10:35,Metropolitian,Meal,10,Morning,Hot/Dry,North Indian
Windy,0.958333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,North Indian
Sunny,22:50,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Windy,20:30,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Cloudy,0.791666667,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Stormy,23:55,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Fog,17:55,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Sunny,09:25,Metropolitian,Meal,9,Morning,Hot/Dry,North Indian
Stormy,22:40,Urban,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,0.791666667,Urban,Meal,12,Lunch,Hot/Dry,Chaat
Sandstorms,21:10,,Meal,21,Dinner,Hot/Dry,Biryani
Windy,22:20,Urban,Buffet,22,Dinner,Hot/Dry,Biryani
Sandstorms,0.833333333,Urban,Snack,12,Lunch,Hot/Dry,North Indian
Windy,18:20,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Stormy,08:20,Urban,Snack,8,Morning,Cool/Rainy,North Indian
Sunny,21:25,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Sunny,20:25,Urban,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,17:15,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Windy,19:55,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Sunny,23:35,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Windy,0.75,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,18:10,Metropolitian,Buffet,18,Tea-Time,Cool/Rainy,Biryani
Windy,14:15,Metropolitian,Snack,14,Lunch,Hot/Dry,North Indian
Sandstorms,19:25,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Stormy,17:25,Urban,Snack,17,Tea-Time,Cool/Rainy,Chaat
Stormy,10:45,Metropolitian,Snack,10,Morning,Cool/Rainy,North Indian
Sunny,21:45,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Cloudy,20:15,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Sunny,18:35,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Sunny,,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Sunny,20:30,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Sandstorms,0.958333333,Metropolitian,Buffet,12,Lunch,Hot/Dry,North Indian
Cloudy,22:20,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Sunny,21:45,Urban,Buffet,21,Dinner,Hot/Dry,Biryani
Windy,22:50,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Sunny,22:50,,Snack,22,Dinner,Hot/Dry,Biryani
Sandstorms,10:30,Urban,Drinks,10,Morning,Hot/Dry,North Indian
Stormy,19:55,Urban,Snack,19,Dinner,Cool/Rainy,Biryani
Cloudy,19:20,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Stormy,22:10,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sunny,19:50,Urban,Meal,19,Dinner,Hot/Dry,Biryani
Fog,0.375,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Stormy,15:15,Metropolitian,Snack,15,Lunch,Cool/Rainy,North Indian
Sunny,19:45,Urban,Buffet,19,Dinner,Hot/Dry,Biryani
Fog,,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Cloudy,18:20,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Biryani
Sunny,21:50,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Sunny,08:35,Metropolitian,Meal,8,Morning,Hot/Dry,North Indian
Stormy,22:20,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,1,Metropolitian,Snack,1,Late-Night,Hot/Dry,Pizza
Sandstorms,09:50,Urban,Snack,9,Morning,Hot/Dry,North Indian
Fog,13:15,,Drinks,13,Lunch,Cool/Rainy,North Indian
Cloudy,,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Cloudy,19:15,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Windy,19:40,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Stormy,17:10,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,22:25,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Stormy,23:10,Urban,Buffet,23,Late-Night,Cool/Rainy,Pizza
Cloudy,11:20,Urban,Drinks,11,Lunch,Cool/Rainy,North Indian
Sandstorms,22:50,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Sunny,17:50,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Fog,21:40,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,17:40,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Cloudy,15:15,Metropolitian,Drinks,15,Lunch,Cool/Rainy,North Indian
Cloudy,0.75,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sunny,23:25,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Sunny,0.791666667,Urban,Snack,12,Lunch,Hot/Dry,Chaat
Stormy,21:30,Urban,Snack,21,Dinner,Cool/Rainy,Biryani
Sunny,15:40,Urban,Buffet,15,Lunch,Hot/Dry,Chaat
Sandstorms,19:55,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Windy,21:45,Urban,Buffet,21,Dinner,Hot/Dry,Biryani
Cloudy,10:55,Metropolitian,Drinks,10,Morning,Cool/Rainy,North Indian
Windy,16:50,Metropolitian,Drinks,16,Tea-Time,Hot/Dry,Chaat
Stormy,0.958333333,Urban,Meal,12,Lunch,Cool/Rainy,North Indian
Stormy,23:50,Urban,Meal,23,Late-Night,Cool/Rainy,Pizza
Cloudy,21:25,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Sunny,18:35,Metropolitian,Buffet,18,Tea-Time,Hot/Dry,Chaat
Windy,11:10,Metropolitian,Meal,11,Lunch,Hot/Dry,North Indian
Windy,13:20,Metropolitian,Buffet,13,Lunch,Hot/Dry,North Indian
Windy,19:50,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Fog,19:40,Urban,Snack,19,Dinner,Cool/Rainy,Biryani
Sandstorms,17:50,Metropolitian,Drinks,17,Tea-Time,Hot/Dry,Chaat
Windy,21:50,Metropolitian,Buffet,21,Dinner,Hot/Dry,Biryani
Fog,13:35,Metropolitian,Drinks,13,Lunch,Cool/Rainy,North Indian
Sunny,23:25,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Cloudy,18:45,Metropolitian,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Sunny,10:40,Urban,Meal,10,Morning,Hot/Dry,North Indian
Sunny,11:40,Metropolitian,Buffet,11,Lunch,Hot/Dry,North Indian
Cloudy,11:40,Metropolitian,Buffet,11,Lunch,Cool/Rainy,North Indian
Stormy,23:25,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Cloudy,21:10,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,23:20,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Sunny,,,Snack,12,Lunch,Hot/Dry,Chaat
Cloudy,0.875,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Windy,08:15,Urban,Drinks,8,Morning,Hot/Dry,Coffee
Windy,23:55,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Fog,18:55,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Chaat
Fog,21:45,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Stormy,0.833333333,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Cloudy,19:30,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Cloudy,,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Cloudy,21:15,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Windy,20:55,Urban,Buffet,20,Dinner,Hot/Dry,Biryani
Cloudy,09:50,Metropolitian,Drinks,9,Morning,Cool/Rainy,North Indian
Sunny,10:40,Metropolitian,Buffet,10,Morning,Hot/Dry,North Indian
Fog,17:45,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Sunny,0.833333333,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Windy,21:55,Metropolitian,Drinks,21,Dinner,Hot/Dry,Biryani
Windy,17:25,Urban,Meal,17,Tea-Time,Hot/Dry,Chaat
Stormy,18:10,Urban,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Stormy,12:25,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Windy,18:20,Metropolitian,Meal,18,Tea-Time,Hot/Dry,Chaat
Sunny,22:35,Urban,Meal,22,Dinner,Hot/Dry,Biryani
Stormy,19:45,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Sunny,08:40,Urban,Drinks,8,Morning,Hot/Dry,North Indian
Fog,17:50,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Fog,20:30,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Stormy,23:35,Metropolitian,Snack,23,Late-Night,Cool/Rainy,Pizza
Windy,22:30,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Cloudy,0.958333333,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Stormy,21:30,Metropolitian,Drinks,21,Dinner,Cool/Rainy,Biryani
Stormy,14:25,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Sandstorms,18:25,Urban,Snack,18,Tea-Time,Hot/Dry,Chaat
Stormy,14:15,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Fog,20:20,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Fog,17:55,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,09:10,Urban,Meal,9,Morning,Hot/Dry,North Indian
Sunny,0.791666667,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Windy,19:30,Metropolitian,Snack,19,Dinner,Hot/Dry,Biryani
Fog,17:15,Urban,Meal,17,Tea-Time,Cool/Rainy,Chaat
Stormy,09:20,Urban,Meal,9,Morning,Cool/Rainy,North Indian
Fog,10:20,Metropolitian,Buffet,10,Morning,Cool/Rainy,Coffee
Sandstorms,20:45,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Cloudy,21:40,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Sandstorms,20:45,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Fog,14:40,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Sunny,17:50,Metropolitian,Meal,17,Tea-Time,Hot/Dry,Chaat
Windy,20:30,Urban,Meal,20,Dinner,Hot/Dry,Biryani
Sunny,,Metropolitian,Meal,12,Lunch,Hot/Dry,Chaat
Cloudy,20:20,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Cloudy,19:35,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Sunny,12:50,Metropolitian,Drinks,12,Lunch,Hot/Dry,Chaat
Cloudy,17:40,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,17:35,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Stormy,21:25,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
Sunny,18:45,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Cloudy,20:20,Metropolitian,Buffet,20,Dinner,Cool/Rainy,Biryani
Sandstorms,11:45,Metropolitian,Drinks,11,Lunch,Hot/Dry,North Indian
Cloudy,23:55,Metropolitian,Meal,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,20:55,Metropolitian,Buffet,20,Dinner,Hot/Dry,Biryani
Cloudy,0.958333333,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Sunny,22:10,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Fog,23:45,Urban,Meal,23,Late-Night,Cool/Rainy,Pizza
Fog,17:15,Metropolitian,Buffet,17,Tea-Time,Cool/Rainy,Chaat
Fog,22:45,Metropolitian,Buffet,22,Dinner,Cool/Rainy,Biryani
Sandstorms,0.875,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Sunny,11:15,Metropolitian,Snack,11,Lunch,Hot/Dry,North Indian
Fog,20:15,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Cloudy,0.375,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Fog,09:45,Urban,Snack,9,Morning,Cool/Rainy,Coffee
Sunny,17:20,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Fog,22:45,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Windy,18:20,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Sandstorms,18:35,Metropolitian,Snack,18,Tea-Time,Hot/Dry,Chaat
Sunny,10:15,Urban,Meal,10,Morning,Hot/Dry,North Indian
Stormy,22:10,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Cloudy,,,Snack,12,Lunch,Cool/Rainy,North Indian
Stormy,0.916666667,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Fog,1,Metropolitian,Meal,1,Late-Night,Cool/Rainy,Pizza
Sandstorms,23:55,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Stormy,14:40,Metropolitian,Drinks,14,Lunch,Cool/Rainy,North Indian
Stormy,09:40,Metropolitian,Drinks,9,Morning,Cool/Rainy,North Indian
Cloudy,21:50,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Windy,20:45,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Cloudy,17:55,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Sandstorms,23:20,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Stormy,,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Sunny,19:15,Urban,Drinks,19,Dinner,Hot/Dry,Biryani
Fog,20:45,Metropolitian,Snack,20,Dinner,Cool/Rainy,Biryani
Sunny,,Urban,Meal,12,Lunch,Hot/Dry,Chaat
Fog,17:15,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,21:30,Semi-Urban,Snack,21,Dinner,Cool/Rainy,Biryani
Sunny,19:35,Metropolitian,Meal,19,Dinner,Hot/Dry,Biryani
Stormy,23:20,Urban,Buffet,23,Late-Night,Cool/Rainy,Pizza
Stormy,22:10,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Fog,19:45,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Stormy,18:20,Urban,Drinks,18,Tea-Time,Cool/Rainy,Biryani
Cloudy,0.5,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Stormy,23:50,Metropolitian,Drinks,23,Late-Night,Cool/Rainy,Pizza
Cloudy,21:40,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Windy,08:45,Metropolitian,Drinks,8,Morning,Hot/Dry,Coffee
Stormy,18:20,Metropolitian,Snack,18,Tea-Time,Cool/Rainy,Biryani
Fog,19:45,Metropolitian,Drinks,19,Dinner,Cool/Rainy,Biryani
Sandstorms,14:55,Metropolitian,Snack,14,Lunch,Hot/Dry,North Indian
Fog,20:50,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Sunny,09:10,Metropolitian,Drinks,9,Morning,Hot/Dry,North Indian
Windy,19:10,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Fog,19:45,Urban,Drinks,19,Dinner,Cool/Rainy,Biryani
Windy,12:40,,Snack,12,Lunch,Hot/Dry,North Indian
Windy,22:25,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Cloudy,18:40,Metropolitian,Meal,18,Tea-Time,Cool/Rainy,Biryani
Fog,08:50,Metropolitian,Buffet,8,Morning,Cool/Rainy,Coffee
Sunny,18:10,Metropolitian,Drinks,18,Tea-Time,Hot/Dry,Chaat
Fog,08:45,Metropolitian,Meal,8,Morning,Cool/Rainy,Coffee
Sunny,23:30,Metropolitian,Drinks,23,Late-Night,Hot/Dry,Pizza
Stormy,10:40,Urban,Meal,10,Morning,Cool/Rainy,North Indian
Cloudy,19:20,Urban,Drinks,19,Dinner,Cool/Rainy,Biryani
Stormy,20:50,Metropolitian,Meal,20,Dinner,Cool/Rainy,Biryani
Sandstorms,20:35,Metropolitian,Drinks,20,Dinner,Hot/Dry,Biryani
Sunny,20:30,Urban,Meal,20,Dinner,Hot/Dry,Biryani
Cloudy,09:35,Metropolitian,Buffet,9,Morning,Cool/Rainy,North Indian
Windy,09:10,Metropolitian,Snack,9,Morning,Hot/Dry,Coffee
Sunny,18:55,Urban,Snack,18,Tea-Time,Hot/Dry,Chaat
Fog,23:35,Metropolitian,Buffet,23,Late-Night,Cool/Rainy,Pizza
Sandstorms,22:20,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Cloudy,20:45,Metropolitian,Drinks,20,Dinner,Cool/Rainy,Biryani
Cloudy,0.875,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Cloudy,12:10,Metropolitian,Meal,12,Lunch,Cool/Rainy,North Indian
Cloudy,19:10,Metropolitian,Buffet,19,Dinner,Cool/Rainy,Biryani
Sandstorms,23:35,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Windy,18:40,Urban,Meal,18,Tea-Time,Hot/Dry,Chaat
Windy,11:45,Metropolitian,Buffet,11,Lunch,Hot/Dry,North Indian
Windy,20:30,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sunny,15:30,Urban,Buffet,15,Lunch,Hot/Dry,Chaat
Cloudy,0.791666667,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Windy,17:35,,Buffet,17,Tea-Time,Hot/Dry,Chaat
Windy,20:10,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sunny,22:35,Metropolitian,Drinks,22,Dinner,Hot/Dry,Biryani
Sunny,22:50,Metropolitian,Meal,22,Dinner,Hot/Dry,Biryani
Fog,21:15,Metropolitian,Snack,21,Dinner,Cool/Rainy,Biryani
Sunny,10:15,Metropolitian,Drinks,10,Morning,Hot/Dry,North Indian
Stormy,22:25,Metropolitian,Meal,22,Dinner,Cool/Rainy,Biryani
Sunny,09:30,Metropolitian,Drinks,9,Morning,Hot/Dry,North Indian
Fog,21:35,Metropolitian,Meal,21,Dinner,Cool/Rainy,Biryani
Sandstorms,0.375,Metropolitian,Snack,12,Lunch,Hot/Dry,North Indian
Stormy,22:25,Metropolitian,Snack,22,Dinner,Cool/Rainy,Biryani
Sunny,20:45,Metropolitian,Meal,20,Dinner,Hot/Dry,Biryani
Sandstorms,23:15,Metropolitian,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,17:45,Metropolitian,Meal,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Windy,21:20,Metropolitian,Meal,21,Dinner,Hot/Dry,Biryani
Sunny,23:20,Metropolitian,Buffet,23,Late-Night,Hot/Dry,Pizza
Fog,10:20,Metropolitian,Buffet,10,Morning,Cool/Rainy,Coffee
Sunny,14:15,Metropolitian,Buffet,14,Lunch,Hot/Dry,Chaat
Windy,22:25,Urban,Drinks,22,Dinner,Hot/Dry,Biryani
Windy,17:25,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Windy,21:50,Urban,Snack,21,Dinner,Hot/Dry,Biryani
Stormy,22:25,Metropolitian,Drinks,22,Dinner,Cool/Rainy,Biryani
Windy,11:40,Metropolitian,Snack,11,Lunch,Hot/Dry,North Indian
Sandstorms,23:10,Metropolitian,Snack,23,Late-Night,Hot/Dry,Pizza
Sunny,1,Metropolitian,Buffet,1,Late-Night,Hot/Dry,Pizza
Fog,12:35,Metropolitian,Buffet,12,Lunch,Cool/Rainy,North Indian
Stormy,0.375,Urban,Snack,12,Lunch,Cool/Rainy,North Indian
Stormy,17:40,Metropolitian,Snack,17,Tea-Time,Cool/Rainy,Chaat
Fog,0.833333333,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Windy,17:15,Metropolitian,Buffet,17,Tea-Time,Hot/Dry,Chaat
Cloudy,17:30,Metropolitian,Drinks,17,Tea-Time,Cool/Rainy,Chaat
Cloudy,19:35,Metropolitian,Meal,19,Dinner,Cool/Rainy,Biryani
Sunny,19:55,Metropolitian,Drinks,19,Dinner,Hot/Dry,Biryani
Sandstorms,22:10,Metropolitian,Snack,22,Dinner,Hot/Dry,Biryani
Windy,10:40,Urban,Meal,10,Morning,Hot/Dry,Coffee
Fog,,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Fog,0.791666667,Metropolitian,Drinks,12,Lunch,Cool/Rainy,North Indian
Fog,19:10,Metropolitian,Snack,19,Dinner,Cool/Rainy,Biryani
Sunny,23:10,Urban,Meal,23,Late-Night,Hot/Dry,Pizza
Fog,12:30,Metropolitian,Snack,12,Lunch,Cool/Rainy,North Indian
Sunny,19:35,Metropolitian,Buffet,19,Dinner,Hot/Dry,Biryani
Sunny,09:35,Metropolitian,Meal,9,Morning,Hot/Dry,North Indian
Sandstorms,22:15,Metropolitian,Buffet,22,Dinner,Hot/Dry,Biryani
Cloudy,21:35,Metropolitian,Buffet,21,Dinner,Cool/Rainy,Biryani
